GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
Gm2984,6.207159303,6.294845486,6.276407398,6.203003578,6.248320745,6.167654079,6.417536771,6.531852211
Aen,10.82538805,11.78341461,11.19264478,11.59842549,11.79114796,11.16563267,11.14126052,11.43712812
D430022A14Rik,6.452226988,6.412559629,6.458479699,6.638320434,6.644778747,6.368320323,6.457396128,6.574146021
Apoa1,5.974167212,6.150408995,6.241825406,6.164083823,6.227773062,6.35685187,6.161424551,6.391449004
Lrrc10,6.159354844,6.103877279,6.114728286,6.211063941,6.14820265,6.816285803,6.242958256,6.106689223
Rnf17,5.927044163,5.989518552,6.158371697,5.983542418,6.371329834,6.208378309,6.034972492,6.107986909
6330531I01Rik,6.67388403,7.118706064,6.899719657,6.987454818,6.860883411,6.698776811,6.70872342,6.771223731
Gm13582,6.281881973,6.303918852,6.445322976,6.444153346,6.181214791,6.329645712,6.451202845,6.329483643
Slc25a44,7.638576127,7.939523359,8.328711123,7.890688874,7.955242045,8.444525111,7.864513579,8.214466189
Zc3h12c,6.227003631,6.227747289,6.257629071,6.271757008,6.28012495,6.360544082,6.177019922,6.169998706
Csnka2ip,6.13863388,6.11453112,6.143834392,6.076169846,6.163905361,6.251938965,6.152183877,5.983172137
DV659224,6.949941773,7.236223043,7.075507505,7.360632557,7.169686541,7.017706333,7.179562332,7.255245963
Rdh11,11.28159153,11.15605966,12.03954348,11.25478675,11.88571933,11.75069182,11.77136907,11.22706731
Rmi2,7.822968867,7.796672916,7.385092511,7.78040017,7.685015173,7.561325428,7.775137485,7.562903353
Ehbp1l1,12.48558156,12.70693736,12.87725477,11.93051501,12.35263576,12.80372276,12.50495077,12.09452923
Plekhh1,6.405806607,6.288571848,6.085997188,6.263120297,6.170234763,6.216398231,6.270103329,6.082173859
AI256396,6.19969087,5.90298719,6.114170427,6.103525128,6.135573511,6.126427847,6.023285034,6.119534263
Olfr1428,6.128681687,6.136914718,6.086957312,6.224770719,6.123419618,6.09599041,6.342578244,6.232425255
Mapre1,13.77792241,13.46017531,14.25741815,13.85988662,13.96160597,14.44282759,14.11844651,14.48515753
Kcnq3,6.181043879,6.115696567,6.187621395,6.124879133,6.113066106,6.121655505,6.116221314,6.221961048
Reg2,6.007257459,5.945850237,6.133939094,5.990193606,6.23211116,6.165111177,6.023806653,6.04403574
Gm4872,6.26705204,6.101230918,6.161616521,6.258002903,6.173950715,6.127431505,6.248120655,6.202520431
Stk26,10.47749667,11.03213615,10.24385097,10.87416084,10.45159844,10.37378653,9.5643559,10.22639415
Gm4907,14.48080408,14.00036088,13.15913209,13.573787,12.99930175,13.1507908,13.70427519,12.86520547
Rtca,11.161413,11.21288618,12.02280168,11.24763569,11.49745545,12.14531158,11.52077974,11.77381014
Lyrm5,7.507695932,7.540583209,6.97457795,7.485992807,7.123348171,6.888183326,6.914277219,7.175741006
Thoc6,12.61428257,12.25687666,12.11966069,11.98968596,12.12422367,12.03904474,12.38053251,11.92931243
Nsun5,11.30857636,11.33994494,11.94576779,11.29975884,10.97338806,11.83218997,11.46850819,11.16675789
Gm4312,6.906781818,6.893902866,6.985620292,6.942060524,6.774467931,7.022894046,7.140502086,7.148815305
6330412A17Rik,6.375696163,6.224265228,6.105538353,6.273694235,5.934269133,6.392621164,6.641824056,6.491246369
1700109K24Rik,6.067878852,6.194135341,6.095276952,6.108549407,6.172229886,6.019996251,6.124210989,6.043770364
Ankrd13d,7.818547006,7.556683705,7.87198152,8.00346738,7.831829448,8.004117984,7.865875632,8.175574283
Gm15446,8.555497158,9.169603275,8.537902228,8.513353846,8.549319063,8.476595815,8.216158356,8.60827771
3110015C05Rik,6.526633857,6.212709178,6.311376165,6.978563505,6.990486679,6.723065104,6.418500044,6.142216785
Plekho2,12.45130298,12.63706798,12.76784936,12.9838853,13.73185235,12.91665978,12.27664621,13.23826686
Hoxa11,6.541732677,6.324491499,6.185978948,6.190838432,6.078454645,6.37634018,6.047338536,6.189097805
4833428L15Rik,6.105699732,6.045591981,6.130801317,6.030316137,6.202750347,6.04391691,6.081861348,6.14453612
Mx1,6.473047708,6.712277922,7.010507588,6.972004253,7.242154065,6.829063687,6.33296192,6.744197353
Robo4,6.355493306,6.126886671,6.193852094,6.101143788,6.476705016,6.363858952,6.340272714,6.259106937
4933422A05Rik,6.653105109,7.465997102,7.136529481,6.704268727,7.135210581,6.950011795,6.738051338,6.870014061
Dclre1c,6.90090864,7.061245632,7.60031758,7.447118161,7.540916995,7.540418097,7.179680892,7.303180664
Slc30a8,6.518396717,6.586521902,6.278503748,6.410652911,6.852846013,6.324411566,6.504262379,6.430766873
Klhl33,6.175721526,6.325634254,6.300301601,6.207883733,6.232077288,6.107899794,6.218294545,6.296559174
Slfn8,7.933771268,7.890232107,7.77118813,8.187763379,7.996210274,7.767991931,7.698651952,7.10439038
Gm4971,13.69756261,13.91510512,13.83557654,14.04810441,13.92805328,13.76185772,13.97450493,14.24250829
Mcmbp,11.79608017,11.87057577,12.1627294,11.55174489,11.49004043,12.08868948,11.8310432,11.94844862
Adra2a,7.046479546,7.272595422,6.488341125,6.712310014,6.843977425,6.718204073,7.214835679,6.274456742
Rag1,6.140352017,6.170503506,6.063749763,6.096411354,6.13517119,6.129528772,6.28240373,6.113087534
Nkx3-2,7.02228411,6.607114312,6.891761739,6.818669678,6.653105109,6.618869932,6.800684819,6.82744276
LOC102638985,6.295623129,6.313061044,6.262516114,6.314020141,6.251549476,6.23968411,6.124797266,6.39768214
A030007N12Rik,8.786403735,9.129821043,9.569216068,8.501966474,8.600008346,9.228559004,8.896082362,8.964364351
Bzw1,11.04435005,11.16113204,11.8119027,11.31323479,10.95367658,11.79472501,11.3663222,10.84233755
BQ939345,8.512177812,8.218164857,8.035409735,8.079267551,7.654516599,7.800211855,8.333987275,8.153902388
3110068a07rik,6.742786639,6.906252194,6.510506904,6.493805525,6.458864244,6.467006493,6.280591751,6.768656706
Endod1,10.28588244,10.27617954,9.24409308,11.00545192,12.05748975,9.914789243,9.655021095,10.73782153
AK142367,7.970487457,8.13751501,7.571688361,7.38488141,7.365029192,7.276238477,7.497986336,7.690070766
BY448169,6.625143974,6.665016269,6.557819781,6.647811681,6.803222744,6.62471996,6.80610238,6.727232268
Ercc1,10.82925621,10.68150576,10.95793725,11.35509416,11.05840795,10.86372375,10.86330224,10.7604351
Gm36007,6.122123402,6.440301698,6.122866102,6.069111201,5.910221173,6.363354486,6.164523015,6.185053786
AK019493,6.151173425,6.109894912,6.11193482,6.16805047,6.105640679,6.044384985,6.210003426,6.093178016
Tbcel,11.27941741,11.2140255,10.777614,11.59957461,11.58139655,10.83739632,11.08573451,10.96607465
Gm14488,7.880836084,8.191757674,8.154662078,8.028927418,8.11977506,7.99274067,8.294611786,8.355565164
D830013O20Rik,6.282250811,6.197608393,6.119959685,6.20999756,6.104033898,6.130492327,6.406675311,6.168775156
6430548M08Rik,6.307771986,6.230860772,6.638704043,6.802798123,6.205625937,6.367233842,6.358772396,6.338385761
Nop14,10.71337308,10.63503749,11.25348218,10.75985778,10.66190445,11.15535988,10.84926417,10.6210081
Gm17359,6.002044706,6.048574175,6.240259102,6.173041881,6.097066157,6.349333121,6.069186869,6.080066208
Avp,6.221575386,6.401114278,6.359901804,6.363058559,6.36560338,6.518019428,6.359438149,6.357887219
Cwf19l2,7.919712097,7.568585195,7.389353899,7.374674974,7.292891854,7.216652286,7.739709097,7.662227755
Bco1,6.068303605,6.097781333,6.012532561,6.067651905,6.051360539,5.985288163,5.909086605,6.036364897
Xkr6,6.115933927,6.036634549,6.082716526,6.053010701,6.156193983,6.195792983,6.070343781,6.139597853
AK042967,7.669957145,8.310921743,7.902085542,7.719401927,7.851149514,7.650673843,8.042672226,7.909247717
Vwa5a,6.707528558,6.669710311,6.727548574,6.96872591,6.947672001,6.603348974,6.56869193,6.639826048
1700044K03Rik,6.111017898,6.117480917,6.224458914,6.14167464,6.060630893,6.09133002,5.968139832,6.056198461
4933427J07Rik,6.25369755,6.331428847,6.901784007,6.251898502,6.439594585,6.459582722,6.408971554,6.472221382
Slc4a2,11.51336889,11.1903599,11.20822141,11.98758043,11.65865853,11.30093193,11.55207159,11.07728154
Gm13490,6.092744753,6.082955658,6.058290651,6.145248914,6.031987533,6.2092911,6.189296179,6.140056381
Ptbp2,7.112531639,6.843482206,6.748133798,6.828720292,6.848907947,6.834034838,6.896726297,6.872797603
Ccnt2,10.73491663,10.48759982,10.49696899,10.41166726,10.42061562,10.43512667,10.65955345,10.79330018
Gm7073,6.120837034,6.138492964,6.109061268,6.047774725,6.029823176,5.901842533,6.010412865,6.032590784
Gnpat,10.48161585,10.08621914,11.12939935,10.53208316,10.37175792,10.9039572,11.00351748,10.58984251
AI561439,10.91368426,10.79695634,10.83710616,10.79252148,10.47464576,10.70506691,10.7154961,10.96783288
Adgrg5,8.181044794,7.77396887,7.317258061,7.389677515,7.426174034,7.391986523,9.513345178,11.1490967
BX529914,6.46983669,6.520248417,6.645536722,6.449287706,6.4188515,6.465172093,6.438855217,6.782902509
Gm12863,6.117259738,6.186883669,6.230112518,6.122112355,6.051977448,6.340893749,6.286006329,6.063553602
Kcnj8,6.561782044,6.314372542,6.303092719,6.294943282,6.264899073,6.285025382,6.207900115,7.299968425
Prim1,13.38836004,13.44526624,14.10465204,13.62283856,13.59684059,14.18277759,13.77622344,13.93318549
Dph6,6.205974527,6.24724316,6.132040221,6.149747432,6.062453063,6.115643923,6.312139789,6.195114371
AK052921,6.17377344,6.255380716,6.182222878,6.090904705,6.290111182,6.208494249,6.16173677,6.217667671
Homer2,6.180824141,6.351126058,5.991029071,6.180837653,6.387192278,6.592047576,6.111290432,6.128098209
Tm2d3,10.6141112,10.72723647,10.76782517,10.40605829,10.78860482,10.83406116,10.66634464,10.19845044
Gm17182,6.173131318,6.071321629,6.144027019,6.201086272,6.160012109,6.132832883,6.150746378,6.127917236
AU044994,9.180159145,9.000412598,9.21287148,8.97405271,8.960022159,9.07116449,9.206807033,9.059997305
LOC102634835,5.998507157,6.0796246,6.228948566,6.028102697,6.103244658,6.211806768,5.960750938,5.987903337
AK139043,7.355229732,8.128182926,7.992013434,7.383945262,7.518820837,7.804314921,8.312693521,7.244237059
Noto,6.086084117,6.171914102,6.183853561,6.254302799,6.147543034,6.166060993,6.106327521,6.075202378
Eml2,13.27325915,13.39051648,13.62197287,13.12751487,13.50210136,13.61442183,13.35282128,13.1423228
NAP114238-1,15.31490112,15.13029696,15.10376902,15.44901514,15.31853766,14.9621172,14.88969527,15.5867132
Dennd1a,10.05113226,9.709649521,9.393532979,10.11567561,9.754614675,9.746906456,10.25267869,10.22787772
Cyp26b1,6.645221051,6.890213703,6.47269508,6.5334221,6.718940213,7.144716559,6.966095172,6.177412847
AK135830,6.339798322,6.196776886,6.292498956,6.194731193,6.087587705,6.071399353,6.203278968,6.20975671
Mok,6.133197923,6.243179446,6.245338412,6.092484831,6.184298735,6.020426012,6.038746801,6.225667733
Cela2a,6.326490433,6.351640415,6.380171805,6.23789717,6.555765201,6.442283666,6.541315317,6.434921611
Zfp951,6.407961324,6.545591973,6.418692472,6.531993258,6.529633385,6.543663738,6.512831487,6.404789822
Rnf111,10.29723041,10.26387427,9.976997132,10.31572177,10.17907776,9.948876707,10.14612296,10.59884073
Fbl,15.8466692,15.69242611,16.60158747,15.81558364,15.64619708,16.74583575,16.4303349,15.98834397
Prph,7.251529964,6.783154551,6.704823539,7.781317489,7.489516313,7.014521317,7.124873705,6.819755084
AK042437,6.114686465,6.233600016,6.075603353,6.08848543,6.243895425,6.290306143,6.048016879,6.180585961
NAP112112-1,15.49822887,15.22987448,15.31657669,15.04760216,15.04866387,15.26092414,15.04242113,15.07512116
4930539H15Rik,7.14144351,6.986270868,6.96352218,7.252806239,7.464597726,7.31359723,7.040875242,6.883894295
BI158793,6.272334505,6.193450586,6.195864042,6.130626697,5.993311839,5.9714491,6.137935268,6.047896024
Oas1a,8.678893832,8.182451003,9.310961166,8.259051459,11.57038045,12.08830426,10.15303817,7.689037721
Il18r1,6.645817699,6.544427734,7.194713433,7.021521778,6.97457795,7.873928586,8.69791562,9.023551315
Gm13498,6.265749829,6.166513135,6.330052491,6.805759643,6.219643003,6.502347826,6.177605563,6.132626374
Slc6a8,7.338239925,6.8784431,7.246004118,7.641789674,7.791837084,7.207687421,7.87359615,6.871967206
Gm26629,6.086171435,6.154276641,6.180549777,6.020686876,6.808342531,6.20005546,6.170375119,6.134894283
Gm3032,6.577004387,6.539569319,7.268212376,6.735531203,6.512497055,6.634505999,6.592368974,6.900158356
Zfc3h1,11.81091828,12.33349354,11.3992848,12.12208538,12.02543604,11.47006738,11.57038045,11.47665736
Itga4,5.983059044,6.325010705,6.221076109,6.087347511,6.190818034,6.021545758,6.196443425,6.346536722
AK085361,6.293598508,6.224614448,6.174952809,6.411241397,6.241497003,6.221605298,6.080149214,6.130492327
Slc9a1,13.09158216,13.29324556,13.3721329,13.1766364,13.00878817,13.09158216,13.37027713,13.43412643
Gm37915,6.08421188,6.128289506,6.014918734,6.012067692,6.17529735,5.983520798,6.094349189,6.072548814
AK172642,9.011799331,9.293662384,8.957608399,8.991931801,8.897786564,8.746113152,8.902965424,8.997924347
Gm16208,6.972542775,6.876651551,7.055889742,6.936652641,7.066361454,6.849818881,6.908245881,6.794931548
B430119L08Rik,6.349473809,6.436791026,6.241679953,6.405650788,6.406347381,6.340704953,6.368804433,6.283774009
Foxb2,6.110390768,6.091484655,6.183853561,6.196365204,6.175145375,6.012445553,5.994855053,6.19288591
Csprs,7.421774978,7.766607884,7.580887484,9.153682867,9.066173354,8.256309177,7.43855878,8.353470902
NAP094721-001,10.78860482,11.03690163,10.07550496,10.81255695,10.29480542,9.940836619,10.83048076,10.89095169
Fcgr2b,6.187760948,6.132626374,6.245785475,6.344733393,6.196365204,6.29892657,6.180507296,6.224103942
F930015N05Rik,6.528097025,6.45888708,6.420887853,6.42635831,6.519317541,6.593419836,6.449371665,6.330716536
Mta3,11.18698488,10.8811295,11.09314046,10.962989,10.46728374,10.97149987,11.24992383,10.96063706
Lamp2,10.8811295,10.56390963,10.79933633,11.08086704,11.50041123,11.22592096,10.87090776,11.08294044
Tlx2,6.24516616,6.311956021,6.296751825,6.214298431,6.283872135,6.649803549,6.47338652,6.406110492
Dsg4,6.088335774,5.98208112,5.961144848,6.012424435,6.092129693,6.02938132,6.11908972,6.099966883
Ttc14,10.7972736,10.48390465,10.18078134,10.57762195,10.1591061,9.950444815,10.73463551,10.66156497
AI195381,6.470115227,6.492404536,6.164294848,6.251148615,6.271654876,6.29317137,6.348493588,6.397170108
Gm31482,9.064037767,9.96026113,8.936843082,8.686222392,8.788637351,8.617231557,8.489030823,8.417286492
A330044H09,8.361542886,8.274411432,8.255076659,8.305979013,8.458333928,8.212776903,8.492145496,8.942244576
Il13ra1,7.226353263,7.97648047,6.469646303,6.795961247,6.350414406,6.296965561,6.926407551,6.500229506
Mup20,6.252827981,6.042301179,6.114500349,6.058057488,6.127165406,6.262895691,6.066375784,6.122621248
TC1725173,7.574669656,7.471121121,7.469209159,7.648754813,7.387844092,7.388112345,7.594927258,7.56186992
Gcn1l1,10.89217892,10.39181757,11.22905351,10.52672939,10.52722644,10.91901083,11.10859793,10.85151995
Ercc2,11.85118889,12.15514223,12.23041194,11.76059193,11.74509093,12.14080183,11.72779733,11.91120649
Plcg1,10.90241707,10.19810305,9.469710363,9.79498274,9.42655948,9.472659972,10.30181712,10.06333078
AK049961,7.931450849,8.13437644,7.977910487,8.64368852,8.113973785,8.036376673,8.127414364,7.935987202
AK040544,6.110695264,6.119813669,6.029780784,6.073810408,6.007207766,5.905817637,6.075255268,5.980428102
Dsc3,6.033702513,6.05123801,6.203013872,6.302711482,6.100620426,6.119009089,6.047572502,6.201212201
Eif2b2,14.58537988,14.81101426,14.95576533,14.4924115,14.40645289,14.84678497,14.59817967,14.90815385
Champ1,11.31151968,11.52044542,11.7635549,11.24464924,11.14472222,11.62343459,11.27941741,11.21172699
Qtrtd1,8.436392233,8.443399916,8.993944012,8.847660102,8.152635069,9.030205107,8.519777381,8.133590718
Gm31863,6.119780266,6.373454958,6.463471974,6.338459404,6.816253587,6.500523596,6.136267112,6.383368316
Olfr1510,6.049531235,6.201679366,6.249956107,5.934589879,5.950044118,6.064548653,6.035034188,6.292181122
Pcdhb9,6.12762593,6.280169821,6.341347219,6.096768066,6.10661423,6.138674102,6.294948516,6.128274415
4930550C17Rik,7.174571556,7.142388406,7.396689157,7.040705169,7.04393563,7.462449746,7.016556368,7.05867092
Mrgbp,9.501153096,9.874667658,10.02516988,9.619878812,9.615477047,9.927154245,9.442630732,9.793821392
Klf14,6.186237422,6.095049562,5.982560541,6.23251243,6.17244149,6.133464493,6.089482633,6.073638906
Gm31531,6.155856127,6.05863395,6.228003734,6.267430326,6.346845622,7.051564044,6.061195556,6.150579749
Gjb3,6.182062788,5.926300393,6.085834794,6.005819829,6.019444238,6.188700288,6.257613814,6.006260749
Ccr6,10.16664731,8.316732295,7.695055859,11.62680442,9.663403146,7.859510496,14.57550622,11.03513748
Olfr1047,5.978786185,6.004242345,6.105870915,6.063094548,6.150741298,6.27200434,5.998646394,5.952221953
Sycp1-ps1,6.162099998,6.148483769,6.10387011,6.033055929,5.898538838,6.065023081,6.002533722,6.13202972
Cyp2a5,6.324518424,6.230792844,6.340893749,6.397879771,6.401136277,6.609886186,6.625869939,6.575612762
BC048594,6.099165292,6.086607779,6.243008506,6.028481576,6.095159367,5.980700061,6.218744372,6.19684633
LOC102635661,6.561782044,6.398356706,6.553196981,6.559497602,6.486404864,6.629383279,6.515351704,6.567203558
A_55_P2519530,6.358935391,6.303552876,6.466531541,6.312735322,6.160482397,6.055451496,6.440072051,6.337203102
Gm31537,6.402887191,6.53109393,6.537057162,6.419488432,6.628185989,6.471486686,6.394748322,6.465269329
Gm20276,6.064808526,6.073773579,6.07053521,5.909548241,5.959978417,6.073133153,6.093716086,6.087239349
Gm35719,6.021998496,5.937143322,5.991365986,5.987604739,5.87157241,5.724842703,5.798593773,5.882244682
Tram2,9.041230619,8.464119838,8.243081364,8.385473069,8.565487732,7.81053667,7.998985502,7.856306465
A230083G16Rik,6.50345018,6.360745295,6.329645712,6.552669659,6.43329355,6.649131329,6.551170021,6.356626811
Prep,11.50941092,11.17382194,12.22557046,11.71913062,11.38352693,12.02280168,12.00374632,12.19394921
Khk,11.39467186,10.9405846,10.93990068,11.10305474,10.93606647,10.55477561,10.74219485,11.14364278
NAP025077-001,6.238185721,6.235667241,6.260401257,6.293984139,6.218741122,6.342748181,6.242720524,6.190384808
TC1660859,6.197041686,6.229490355,7.715467807,6.246794831,6.050580231,6.050676958,6.246267639,6.192612961
Lrrc38,6.304583914,6.352805786,6.228899789,6.328038877,6.285118058,6.347090097,6.275518492,6.243749636
Hist3h2bb-ps,6.704935112,6.601291762,6.442345829,6.406695649,6.580361451,6.511538902,6.567780085,6.390913389
Maf1,11.04689221,10.98395672,10.11472811,10.89414729,10.85387556,10.09442812,10.43047581,10.78102675
Foxo1,13.35282128,13.0632525,12.00560926,12.54467406,11.48281973,11.76178923,13.19840615,12.65818615
Cyhr1,10.16404152,9.859680164,9.898974873,10.03950277,10.19810305,9.901104091,9.853113553,9.878337053
Gm35095,6.191163431,6.120783493,6.045741453,6.204867433,6.068769934,6.277703551,6.139499443,6.198265968
Olfr100,6.348453027,6.352478854,6.330362236,6.303647956,6.485955064,6.436688579,6.365985689,6.078206582
Akirin1,12.65712831,12.94565962,12.82913367,12.61865935,12.7373364,12.83710337,12.72909635,13.00785083
Fam57b,6.16859668,6.166242817,6.189855475,6.282837503,6.466531541,6.064253685,6.304709105,6.10836035
Slc35f3,6.161648413,6.260216847,6.099538314,6.208627524,6.323827913,6.386901693,6.312794376,6.28333668
Zdhhc11,6.258320754,6.081052334,6.197756455,6.203128799,6.081916509,6.097176819,6.113202323,6.63119948
Morc1,6.0313831,6.258072464,6.168021295,6.027677991,6.309312195,6.243756436,6.097066157,6.357259794
Gm35649,5.982898047,5.975520998,6.138249997,5.948221516,6.029760485,6.148190801,6.007123321,5.934480513
D19Bwg1357e,10.34253755,10.27395851,11.19782008,10.32339819,10.06110474,11.18019311,10.71698576,10.3551255
Pif1,10.88859943,11.0170192,11.44589147,10.94319157,11.4997103,11.79545997,11.09487263,11.22996089
Aco2,14.80964539,14.13847504,14.86242074,14.41140073,14.38014167,14.9630054,15.12472038,16.29858052
1700022I11Rik,6.029172009,6.13968444,6.203876895,6.064527885,6.027888231,6.118299292,6.086748017,6.032433357
Kifc1,7.851965533,7.498804565,8.573846282,8.147073248,8.397677702,8.477206421,8.248048105,8.364200394
AK083375,8.86150041,8.902237481,8.806470484,8.49121642,8.421574849,8.44595749,8.733968365,9.196816802
Sult1b1,5.993674603,6.358001738,6.023437594,6.176953294,6.183521776,6.031341109,6.167331012,6.017756034
B230214O09Rik,8.017632296,7.450412281,7.54681697,7.409471134,7.382219269,7.284418432,7.962356821,7.467503504
Pde9a,6.328285469,6.240815004,6.201934761,6.410111669,6.342148896,6.70124977,6.584188761,6.480284812
Ntmt1,11.77725721,11.9932252,12.02652927,11.22174028,11.26338563,11.91257704,11.74934093,11.62710804
2310039H08Rik,11.84769694,12.40495101,11.36922442,12.42438618,12.00301566,11.550457,11.41999664,11.66695909
Rela,15.67945393,15.83219292,14.96401775,15.69368042,15.61397821,15.0183275,15.23576153,14.95876397
Macrod1,10.60632811,10.52698041,9.628010635,10.83817758,9.934162079,9.311922694,10.16598351,10.16598351
AK043537,5.84654282,5.955176648,5.773080521,5.956871742,6.102299573,6.072179598,5.79130476,6.027677991
A_55_P2583666,6.084789412,6.279544706,6.188676585,6.01674785,6.019444238,6.032066297,6.172148678,6.039245404
Zfp750,6.744551797,6.538702048,6.975606881,7.749410882,7.314233986,7.037726797,7.31819029,6.768478036
Dhtkd1,6.046481301,6.237401546,6.200856588,6.123564998,6.1400984,6.03002027,6.077168006,6.100202143
Rph3al,6.523364187,6.453516859,6.715432913,6.468044754,6.705223597,7.172528107,6.64063219,6.974857238
Perm1,6.077273845,6.283716532,6.310712316,6.179547646,6.234587344,6.090489711,6.192674858,6.202187047
Olfr1106,6.463959875,6.40326585,6.4912278,6.437885117,6.339149287,6.461541656,6.505138336,6.347324681
BE647496,6.44117749,6.62213363,6.253461937,6.380467052,6.458963003,6.441925288,6.418198076,6.483103114
Zfp961,6.454479549,6.63846922,6.770131122,6.583805497,6.503400061,6.724114271,6.608608256,6.533704552
Hpse2,6.088690135,6.298443992,6.132903025,6.119732801,6.32797162,6.116138455,6.108903858,6.069376705
Brinp1,6.064974117,6.295773425,6.121446078,6.215062562,6.169617073,6.129893086,6.137862872,6.04403574
Dph7,10.6796961,10.69363796,10.43543358,10.33833504,10.19393954,10.3534549,10.48033669,10.51940235
Ccdc134,11.40178945,11.43376226,11.75783521,11.39887662,10.91950773,11.52517104,11.81356834,11.35075054
Cnksr3,8.611009499,8.320442639,8.38817257,9.015590266,8.592427173,8.117444671,8.835892665,9.361319553
Ppm1e,6.218166827,6.156587394,6.317980576,6.100467975,6.170038157,6.199856642,6.316068987,6.696728055
F2,6.101533268,6.365070574,6.235106296,6.185507373,6.411073881,6.363459262,6.101453002,6.110788216
AK142431,6.330695689,6.473921831,6.385478415,6.205552671,6.212950204,6.246149905,6.235308793,6.313279717
Oog1,6.298740591,6.233889871,6.519381587,6.462401476,6.360159633,6.396309669,6.711535669,6.335157563
BB312617,11.73743483,11.55073782,12.49209668,11.48484506,11.13933077,12.30977554,12.27779941,12.76641149
Vmn1r207-ps,6.146280394,6.257301806,6.128010221,6.190356492,6.120656696,6.127045921,6.26951028,6.178227958
Helz,11.43643472,11.49849015,11.80867362,11.2075572,11.09681321,11.54383478,11.6893583,11.81011908
AK146672,15.4859832,15.37080536,14.17686699,14.96401775,14.68406951,13.85393664,14.4826005,14.0981383
BQ944386,7.611464533,7.135708373,6.578267745,6.935298799,6.857731477,6.604869571,7.38488141,6.641491496
Gm29836,6.201326536,6.114972088,5.944901822,6.033306369,6.076809071,6.106330318,6.162801853,6.123375849
Ly6g,10.07027705,10.73675936,11.43782873,10.11855334,10.1328416,11.79426667,10.17724691,12.11101742
Dusp1,11.51222835,10.52840155,9.809508125,12.10735836,11.5290336,10.15979647,11.37961319,10.57830999
Gm10344,6.940639715,6.931498038,6.790795053,6.45100302,6.633850036,6.664155007,6.704823539,6.680765736
Trim68,8.799066678,9.27623988,9.018408991,9.400612537,9.286895863,9.0889307,8.935650579,8.957891012
Trap1,11.71242481,10.76711373,12.02730475,11.28959751,10.96535304,11.89976804,12.08959895,11.87094111
Iqgap3,6.165216147,6.235242494,6.706952876,6.467995838,6.916345702,6.426601158,6.49409737,6.578205994
Zfp935,8.513353846,8.409876681,8.538508711,8.595350335,8.342862985,8.452701794,8.786403735,8.740321804
Trim72,6.512943497,6.376962851,6.508838007,6.584558001,6.462816925,6.54067073,6.381473316,6.501155022
Gm31343,6.216022752,6.169828815,6.352208353,6.061815849,6.010189392,6.186841193,6.234820131,6.275134933
Gm2800,6.303513679,6.246971078,6.36400575,6.29757888,6.387985497,6.275790129,6.304137992,6.355025349
Gca,6.2879931,6.35809554,6.498515821,6.496050647,6.524217161,6.460050776,6.323361448,6.537483435
Dmrt1,6.029172009,6.192674858,6.085742265,5.97818681,6.078386516,6.042683032,6.165742307,6.326196851
Chmp4c,6.187862888,6.023731146,6.133520288,6.032590784,6.073310626,6.113653235,6.020464638,6.013159909
Hesx1,6.474405054,6.347586037,6.673191624,6.606384186,6.699736176,6.860120466,6.603845293,6.990486679
Ccdc154,6.315596683,6.816440992,6.260746759,6.776517318,6.928975263,6.56168217,6.489439312,6.39020948
Cd248,6.913360121,6.735707732,7.139651853,6.671522956,6.822362626,7.078300191,7.09967473,7.463613064
BG083441,6.164792165,6.315789122,6.108264169,6.342216399,6.137117344,6.20531582,6.190831329,5.995732626
Map3k4,12.79351586,12.43831715,11.99593022,11.85081181,11.91658593,12.27539303,13.33072715,12.48064549
Tcta,7.773410816,8.384419084,7.760208395,8.543500422,8.429667962,7.905380466,7.778349577,8.091634959
Gm30644,6.001590065,6.054628772,6.061596743,5.993530861,5.964344973,6.230792844,5.97917256,6.007621456
Ccdc141,6.30179156,6.383335333,6.330716536,6.476465585,6.477039456,6.517713736,6.344562189,6.318002442
Tlk2,10.09888369,10.1341963,9.953784937,10.04986108,10.19048714,10.19543704,9.935932444,9.719450956
0610037L13Rik,12.2342614,11.85713831,12.0181833,12.26259958,11.86187519,11.97737127,12.10658085,12.09317186
Asah2,6.025577456,6.036813606,6.1800499,6.240543857,6.215779838,6.35176193,6.161424551,6.188248293
Gm10623,5.950852449,5.967985395,5.923758103,5.968415238,5.991271825,6.282076739,5.970403252,6.037718958
Ndp,6.459976768,6.405325643,6.395846886,6.280577547,6.320639387,6.440374974,6.582168392,6.481153748
2900008C10Rik,10.86835816,10.82166423,10.39011529,10.04007956,10.54436453,10.38762489,10.60684317,10.16276621
Kirrel,6.095308142,6.029046846,6.181842108,6.235177351,6.045477922,6.20610304,6.066296436,6.130699801
Tuft1,10.30521078,10.28099137,10.00288735,10.30181712,10.55606978,10.0449387,9.966051316,8.882824539
4933427D14Rik,11.68022717,11.58736719,11.83054943,11.60578821,11.89711888,11.891056,11.63348833,11.86973939
Rprl1,7.128072491,7.311576393,7.888540657,7.432363341,7.256337782,7.669957145,7.476499898,7.613058991
B230217C12Rik,7.297310051,7.822171463,8.179372755,8.377484882,8.417422432,8.025340091,7.214355802,7.481097511
Lpar6,8.959019006,8.770659199,8.454694768,9.658069018,9.554226076,9.126654893,9.561517462,10.20521467
